"Gene","Var1"
"NCOR1","Astrocyte_Cahoy_all"
"STCH","Astrocyte_Cahoy_all"
"TPX2","Astrocyte_Cahoy_all"
"CEBPA","Astrocyte_Cahoy_all"
"CNIH4","Astrocyte_Cahoy_all"
"RPP14","Astrocyte_Cahoy_all"
"ZNF148","Astrocyte_Cahoy_all"
"RECK","Astrocyte_Cahoy_all"
"TNFAIP1","Astrocyte_Cahoy_all"
"RRS1","Astrocyte_Cahoy_all"
"USP19","Astrocyte_Cahoy_all"
"VAMP4","Astrocyte_Cahoy_all"
"ACO1","Astrocyte_Cahoy_all"
"KCTD6","Astrocyte_Cahoy_all"
"ARMC9","Astrocyte_Cahoy_all"
"ETFB","Astrocyte_Cahoy_all"
"PAQR3","Astrocyte_Cahoy_all"
"DHX35","Astrocyte_Cahoy_all"
"HS2ST1","Astrocyte_Cahoy_all"
"RAB22A","Astrocyte_Cahoy_all"
"GSTZ1","Astrocyte_Cahoy_all"
"RHOJ","Astrocyte_Cahoy_all"
"PRDX1","Astrocyte_Cahoy_all"
"ETOHI1","Astrocyte_Cahoy_all"
"TPST2","Astrocyte_Cahoy_all"
"FOSB","Astrocyte_Cahoy_all"
"PITRM1","Astrocyte_Cahoy_all"
"RAB21","Astrocyte_Cahoy_all"
"NT5C2","Astrocyte_Cahoy_all"
"SCP2","Astrocyte_Cahoy_all"
"SLC35B4","Astrocyte_Cahoy_all"
"RTP4","Astrocyte_Cahoy_all"
"EPS15","Astrocyte_Cahoy_all"
"RPA1","Astrocyte_Cahoy_all"
"TRPM7","Astrocyte_Cahoy_all"
"ITGB8","Astrocyte_Cahoy_all"
"SLC2A8","Astrocyte_Cahoy_all"
"CCDC50","Astrocyte_Cahoy_all"
"2700008G24RIK","Astrocyte_Cahoy_all"
"FLJ14803","Astrocyte_Cahoy_all"
"ST13","Astrocyte_Cahoy_all"
"SIAE","Astrocyte_Cahoy_all"
"TOR1AIP1","Astrocyte_Cahoy_all"
"ASH1L","Astrocyte_Cahoy_all"
"CENTD2","Astrocyte_Cahoy_all"
"DHDH","Astrocyte_Cahoy_all"
"ENDOG","Astrocyte_Cahoy_all"
"SMPD1","Astrocyte_Cahoy_all"
"OCRL","Astrocyte_Cahoy_all"
"CDC45L","Astrocyte_Cahoy_all"
"ETAA1","Astrocyte_Cahoy_all"
"SOD2","Astrocyte_Cahoy_all"
"KCNIP1","Astrocyte_Cahoy_all"
"ING3","Astrocyte_Cahoy_all"
"INTS8","Astrocyte_Cahoy_all"
"ACOX1","Astrocyte_Cahoy_all"
"GRIN3A","Astrocyte_Cahoy_all"
"RNF6","Astrocyte_Cahoy_all"
"SKI","Astrocyte_Cahoy_all"
"DNMBP","Astrocyte_Cahoy_all"
"PPM1K","Astrocyte_Cahoy_all"
"TMEM43","Astrocyte_Cahoy_all"
"4833428C12RIK","Astrocyte_Cahoy_all"
"CLCN2","Astrocyte_Cahoy_all"
"DDB2","Astrocyte_Cahoy_all"
"GPM6A","Astrocyte_Cahoy_all"
"TMEM135","Astrocyte_Cahoy_all"
"NOL4","Astrocyte_Cahoy_all"
"TLE1","Astrocyte_Cahoy_all"
"EIF5","Astrocyte_Cahoy_all"
"TECTB","Astrocyte_Cahoy_all"
"ADAM17","Astrocyte_Cahoy_all"
"ANAPC10","Astrocyte_Cahoy_all"
"SNHG8","Astrocyte_Cahoy_all"
"PGM3","Astrocyte_Cahoy_all"
"FKBP14","Astrocyte_Cahoy_all"
"BBS2","Astrocyte_Cahoy_all"
"FNBP1","Astrocyte_Cahoy_all"
"PIGM","Astrocyte_Cahoy_all"
"2310051E17RIK","Astrocyte_Cahoy_all"
"SNAPC2","Astrocyte_Cahoy_all"
"TMEM185B","Astrocyte_Cahoy_all"
"EDD1","Astrocyte_Cahoy_all"
"USP40","Astrocyte_Cahoy_all"
"CHST10","Astrocyte_Cahoy_all"
"PEX7","Astrocyte_Cahoy_all"
"DCAMKL2","Astrocyte_Cahoy_all"
"MMD","Astrocyte_Cahoy_all"
"ARMC8","Astrocyte_Cahoy_all"
"NSDHL","Astrocyte_Cahoy_all"
"XRCC5","Astrocyte_Cahoy_all"
"PRDX4","Astrocyte_Cahoy_all"
"IQGAP1","Astrocyte_Cahoy_all"
"NDUFS4","Astrocyte_Cahoy_all"
"KCTD15","Astrocyte_Cahoy_all"
"USP1","Astrocyte_Cahoy_all"
"DAB2","Astrocyte_Cahoy_all"
"ZFP383","Astrocyte_Cahoy_all"
"QK","Astrocyte_Cahoy_all"
"TUBB6","Astrocyte_Cahoy_all"
"GCDH","Astrocyte_Cahoy_all"
"PAFAH2","Astrocyte_Cahoy_all"
"LOC196463","Astrocyte_Cahoy_all"
"GRID2","Astrocyte_Cahoy_all"
"QSER1","Astrocyte_Cahoy_all"
"DLD","Astrocyte_Cahoy_all"
"2310056P07RIK","Astrocyte_Cahoy_all"
"THA1P","Astrocyte_Cahoy_all"
"ZBTB7C","Astrocyte_Cahoy_all"
"GOLPH3","Astrocyte_Cahoy_all"
"MXD4","Astrocyte_Cahoy_all"
"HIST2H3C","Astrocyte_Cahoy_all"
"RAP2B","Astrocyte_Cahoy_all"
"BC023829","Astrocyte_Cahoy_all"
"HPX","Astrocyte_Cahoy_all"
"ANKRD40","Astrocyte_Cahoy_all"
"B230354K17RIK","Astrocyte_Cahoy_all"
"TMPO","Astrocyte_Cahoy_all"
"SBNO2","Astrocyte_Cahoy_all"
"POLA","Astrocyte_Cahoy_all"
"FUSIP1","Astrocyte_Cahoy_all"
"CXorf39","Astrocyte_Cahoy_all"
"IQCE","Astrocyte_Cahoy_all"
"PTGFRN","Astrocyte_Cahoy_all"
"NBEAL1","Astrocyte_Cahoy_all"
"SKP2","Astrocyte_Cahoy_all"
"NUDT19","Astrocyte_Cahoy_all"
"EIF1AY","Astrocyte_Cahoy_all"
"RILP","Astrocyte_Cahoy_all"
"LPHN3","Astrocyte_Cahoy_all"
"D5ERTD585E","Astrocyte_Cahoy_all"
"ACAD8","Astrocyte_Cahoy_all"
"SLC25A29","Astrocyte_Cahoy_all"
"TMEM30A","Astrocyte_Cahoy_all"
"FLJ35779","Astrocyte_Cahoy_all"
"DTX3L","Astrocyte_Cahoy_all"
"RFXANK","Astrocyte_Cahoy_all"
"STAG1","Astrocyte_Cahoy_all"
"4930523C07RIK","Astrocyte_Cahoy_all"
"IRF3","Astrocyte_Cahoy_all"
"SP1","Astrocyte_Cahoy_all"
"CCNB1-RS1","Astrocyte_Cahoy_all"
"PYCRL","Astrocyte_Cahoy_all"
"SGIP1","Astrocyte_Cahoy_all"
"CD14","Astrocyte_Cahoy_all"
"EXOSC3","Astrocyte_Cahoy_all"
"RNASE10","Astrocyte_Cahoy_all"
"ACTA2","Astrocyte_Cahoy_all"
"GPX7","Astrocyte_Cahoy_all"
"ERN1","Astrocyte_Cahoy_all"
"RBP1","Astrocyte_Cahoy_all"
"ELP4","Astrocyte_Cahoy_all"
"C15orf39","Astrocyte_Cahoy_all"
"M6PRBP1","Astrocyte_Cahoy_all"
"GPR126","Astrocyte_Cahoy_all"
"DERL2","Astrocyte_Cahoy_all"
"NFIC","Astrocyte_Cahoy_all"
"CADM1","Astrocyte_Cahoy_all"
"PGGT1B","Astrocyte_Cahoy_all"
"C130009A20RIK","Astrocyte_Cahoy_all"
"TTLL11","Astrocyte_Cahoy_all"
"CLN6","Astrocyte_Cahoy_all"
"DLGAP1","Astrocyte_Cahoy_all"
"TSPO","Astrocyte_Cahoy_all"
"TOR1AIP2","Astrocyte_Cahoy_all"
"C17orf42","Astrocyte_Cahoy_all"
"PMPCB","Astrocyte_Cahoy_all"
"KIAA0157","Astrocyte_Cahoy_all"
"1110004B13RIK","Astrocyte_Cahoy_all"
"5830454D03RIK","Astrocyte_Cahoy_all"
"ABHD13","Astrocyte_Cahoy_all"
"SUFU","Astrocyte_Cahoy_all"
"APH1A","Astrocyte_Cahoy_all"
"IGTP","Astrocyte_Cahoy_all"
"SLC23A2","Astrocyte_Cahoy_all"
"PDK2","Astrocyte_Cahoy_all"
"CECR5","Astrocyte_Cahoy_all"
"USP54","Astrocyte_Cahoy_all"
"ATP5C1","Astrocyte_Cahoy_all"
"GBE1","Astrocyte_Cahoy_all"
"TOM1","Astrocyte_Cahoy_all"
"RIMS4","Astrocyte_Cahoy_all"
"KLHL24","Astrocyte_Cahoy_all"
"RBL2","Astrocyte_Cahoy_all"
"SNPH","Astrocyte_Cahoy_all"
"SLC14A2","Astrocyte_Cahoy_all"
"PURB","Astrocyte_Cahoy_all"
"CLPX","Astrocyte_Cahoy_all"
"AI788777","Astrocyte_Cahoy_all"
"ACADSB","Astrocyte_Cahoy_all"
"NEO1","Astrocyte_Cahoy_all"
"MEIS1","Astrocyte_Cahoy_all"
"D3ERTD254E","Astrocyte_Cahoy_all"
"ESRRA","Astrocyte_Cahoy_all"
"TMEM16A","Astrocyte_Cahoy_all"
"ZNF24","Astrocyte_Cahoy_all"
"CBFB","Astrocyte_Cahoy_all"
"RRBP1","Astrocyte_Cahoy_all"
"BMYC","Astrocyte_Cahoy_all"
"ZNF687","Astrocyte_Cahoy_all"
"C3orf33","Astrocyte_Cahoy_all"
"IDH3B","Astrocyte_Cahoy_all"
"HPS1","Astrocyte_Cahoy_all"
"TMEM41B","Astrocyte_Cahoy_all"
"6330403K07RIK","Astrocyte_Cahoy_all"
"UBE2F","Astrocyte_Cahoy_all"
"WDR61","Astrocyte_Cahoy_all"
"1700060H10RIK","Astrocyte_Cahoy_all"
"CTNS","Astrocyte_Cahoy_all"
"MMACHC","Astrocyte_Cahoy_all"
"PROCR","Astrocyte_Cahoy_all"
"IFNAR1","Astrocyte_Cahoy_all"
"CKB","Astrocyte_Cahoy_all"
"GDF15","Astrocyte_Cahoy_all"
"HMGN1","Astrocyte_Cahoy_all"
"ATP2A2","Astrocyte_Cahoy_all"
"FOXG1B","Astrocyte_Cahoy_all"
"PCGF5","Astrocyte_Cahoy_all"
"LRRC23","Astrocyte_Cahoy_all"
"PLEC1","Astrocyte_Cahoy_all"
"IMPA2","Astrocyte_Cahoy_all"
"DIRC2","Astrocyte_Cahoy_all"
"2810482I07RIK","Astrocyte_Cahoy_all"
"SPECC1","Astrocyte_Cahoy_all"
"ITM2C","Astrocyte_Cahoy_all"
"MYC","Astrocyte_Cahoy_all"
"COL16A1","Astrocyte_Cahoy_all"
"ATF5","Astrocyte_Cahoy_all"
"1300010F03RIK","Astrocyte_Cahoy_all"
"FBXL3","Astrocyte_Cahoy_all"
"NPEPL1","Astrocyte_Cahoy_all"
"PIAS1","Astrocyte_Cahoy_all"
"TJP1","Astrocyte_Cahoy_all"
"CHCHD3","Astrocyte_Cahoy_all"
"NAGA","Astrocyte_Cahoy_all"
"SPAG9","Astrocyte_Cahoy_all"
"CYB5R3","Astrocyte_Cahoy_all"
"KIAA1411","Astrocyte_Cahoy_all"
"HLA-DQA1","Astrocyte_Cahoy_all"
"TCF4","Astrocyte_Cahoy_all"
"GHDC","Astrocyte_Cahoy_all"
"TRDMT1","Astrocyte_Cahoy_all"
"MFSD11","Astrocyte_Cahoy_all"
"LOC54103","Astrocyte_Cahoy_all"
"PPT1","Astrocyte_Cahoy_all"
"PKN2","Astrocyte_Cahoy_all"
"SPEG","Astrocyte_Cahoy_all"
"SMEK2","Astrocyte_Cahoy_all"
"GLIS2","Astrocyte_Cahoy_all"
"VPS13D","Astrocyte_Cahoy_all"
"FUNDC2","Astrocyte_Cahoy_all"
"AP3S1","Astrocyte_Cahoy_all"
"ZFP775","Astrocyte_Cahoy_all"
"BTBD1","Astrocyte_Cahoy_all"
"KIAA1946","Astrocyte_Cahoy_all"
"DDAH2","Astrocyte_Cahoy_all"
"DGAT1","Astrocyte_Cahoy_all"
"FLJ22222","Astrocyte_Cahoy_all"
"ABCD3","Astrocyte_Cahoy_all"
"LOC389203","Astrocyte_Cahoy_all"
"FNDC4","Astrocyte_Cahoy_all"
"DHCR7","Astrocyte_Cahoy_all"
"IFT57","Astrocyte_Cahoy_all"
"NSUN4","Astrocyte_Cahoy_all"
"ROM1","Astrocyte_Cahoy_all"
"GUSB","Astrocyte_Cahoy_all"
"OGT","Astrocyte_Cahoy_all"
"SDHC","Astrocyte_Cahoy_all"
"AIFM1","Astrocyte_Cahoy_all"
"ZNF35","Astrocyte_Cahoy_all"
"SMAD4","Astrocyte_Cahoy_all"
"GRN","Astrocyte_Cahoy_all"
"NFIX","Astrocyte_Cahoy_all"
"HBP1","Astrocyte_Cahoy_all"
"2810427A07RIK","Astrocyte_Cahoy_all"
"NUMB","Astrocyte_Cahoy_all"
"M6PR","Astrocyte_Cahoy_all"
"SSBP1","Astrocyte_Cahoy_all"
"RIPK1","Astrocyte_Cahoy_all"
"AA407452","Astrocyte_Cahoy_all"
"ZBTB37","Astrocyte_Cahoy_all"
"ABI1","Astrocyte_Cahoy_all"
"C20orf194","Astrocyte_Cahoy_all"
"MAPK12","Astrocyte_Cahoy_all"
"ALG3","Astrocyte_Cahoy_all"
"6330590E21RIK","Astrocyte_Cahoy_all"
"APOC3","Astrocyte_Cahoy_all"
"VAMP5","Astrocyte_Cahoy_all"
"DISP1","Astrocyte_Cahoy_all"
"JUB","Astrocyte_Cahoy_all"
"SSR3","Astrocyte_Cahoy_all"
"PXDN","Astrocyte_Cahoy_all"
"PHLPP","Astrocyte_Cahoy_all"
"CRY1","Astrocyte_Cahoy_all"
"TEF","Astrocyte_Cahoy_all"
"MANEA","Astrocyte_Cahoy_all"
"C1orf86","Astrocyte_Cahoy_all"
"TK1","Astrocyte_Cahoy_all"
"TCRA","Astrocyte_Cahoy_all"
"SGOL2","Astrocyte_Cahoy_all"
"BCL2L13","Astrocyte_Cahoy_all"
"FAM80B","Astrocyte_Cahoy_all"
"ORF1-FL49","Astrocyte_Cahoy_all"
"FLJ36874","Astrocyte_Cahoy_all"
"CKAP4","Astrocyte_Cahoy_all"
"RHBDD1","Astrocyte_Cahoy_all"
"DAZAP2","Astrocyte_Cahoy_all"
"PIGH","Astrocyte_Cahoy_all"
"PAQR4","Astrocyte_Cahoy_all"
"5430406J06RIK","Astrocyte_Cahoy_all"
"BAI1","Astrocyte_Cahoy_all"
"KREMEN1","Astrocyte_Cahoy_all"
"CRIP2","Astrocyte_Cahoy_all"
"DUSP11","Astrocyte_Cahoy_all"
"TMEM16F","Astrocyte_Cahoy_all"
"C15orf38","Astrocyte_Cahoy_all"
"BCL9L","Astrocyte_Cahoy_all"
"NEK9","Astrocyte_Cahoy_all"
"ABR","Astrocyte_Cahoy_all"
"ANXA2","Astrocyte_Cahoy_all"
"TMEM33","Astrocyte_Cahoy_all"
"BC028799","Astrocyte_Cahoy_all"
"GALC","Astrocyte_Cahoy_all"
"RAB11B","Astrocyte_Cahoy_all"
"4930506L13RIK","Astrocyte_Cahoy_all"
"FLJ10081","Astrocyte_Cahoy_all"
"RPA2","Astrocyte_Cahoy_all"
"TATDN3","Astrocyte_Cahoy_all"
"BXDC5","Astrocyte_Cahoy_all"
"FKSG24","Astrocyte_Cahoy_all"
"CEP192","Astrocyte_Cahoy_all"
"SYDE1","Astrocyte_Cahoy_all"
"TRIOBP","Astrocyte_Cahoy_all"
"COG2","Astrocyte_Cahoy_all"
"PIGO","Astrocyte_Cahoy_all"
"CRY2","Astrocyte_Cahoy_all"
"TBC1D12","Astrocyte_Cahoy_all"
"KIAA1604","Astrocyte_Cahoy_all"
"TP53RK","Astrocyte_Cahoy_all"
"PCDHGC3","Astrocyte_Cahoy_all"
"ART3","Astrocyte_Cahoy_all"
"UBE1C","Astrocyte_Cahoy_all"
"AW214353","Astrocyte_Cahoy_all"
"C6orf66","Astrocyte_Cahoy_all"
"GNG12","Astrocyte_Cahoy_all"
"FBXO4","Astrocyte_Cahoy_all"
"ENTPD1","Astrocyte_Cahoy_all"
"SAPS1","Astrocyte_Cahoy_all"
"S100A6","Astrocyte_Cahoy_all"
"C2orf7","Astrocyte_Cahoy_all"
"BAI2","Astrocyte_Cahoy_all"
"NEK7","Astrocyte_Cahoy_all"
"FBF1","Astrocyte_Cahoy_all"
"TMEM168","Astrocyte_Cahoy_all"
"DYNC2LI1","Astrocyte_Cahoy_all"
"PPP2R2B","Astrocyte_Cahoy_all"
"KIAA0247","Astrocyte_Cahoy_all"
"SPR","Astrocyte_Cahoy_all"
"FAM58B","Astrocyte_Cahoy_all"
"NMT2","Astrocyte_Cahoy_all"
"JARID1B","Astrocyte_Cahoy_all"
"NCAPD2","Astrocyte_Cahoy_all"
"TAX1BP1","Astrocyte_Cahoy_all"
"NSMAF","Astrocyte_Cahoy_all"
"PIGG","Astrocyte_Cahoy_all"
"TRAF7","Astrocyte_Cahoy_all"
"RXRA","Astrocyte_Cahoy_all"
"WEE1","Astrocyte_Cahoy_all"
"SEC14L1","Astrocyte_Cahoy_all"
"RGS12","Astrocyte_Cahoy_all"
"SCPEP1","Astrocyte_Cahoy_all"
"TXN2","Astrocyte_Cahoy_all"
"SLC35F5","Astrocyte_Cahoy_all"
"PIGV","Astrocyte_Cahoy_all"
"CCNL1","Astrocyte_Cahoy_all"
"SLC39A1","Astrocyte_Cahoy_all"
"CTSD","Astrocyte_Cahoy_all"
"CTNND1","Astrocyte_Cahoy_all"
"2010003O02RIK","Astrocyte_Cahoy_all"
"AGA","Astrocyte_Cahoy_all"
"MEST","Astrocyte_Cahoy_all"
"LYCAT","Astrocyte_Cahoy_all"
"ACOT6","Astrocyte_Cahoy_all"
"HMG20B","Astrocyte_Cahoy_all"
"MRPL35","Astrocyte_Cahoy_all"
"CAPN7","Astrocyte_Cahoy_all"
"GAS5","Astrocyte_Cahoy_all"
"CDH4","Astrocyte_Cahoy_all"
"LRCH3","Astrocyte_Cahoy_all"
"SLU7","Astrocyte_Cahoy_all"
"TCF3","Astrocyte_Cahoy_all"
"NPC1","Astrocyte_Cahoy_all"
"MRPL13","Astrocyte_Cahoy_all"
"KCMF1","Astrocyte_Cahoy_all"
"ST6GAL1","Astrocyte_Cahoy_all"
"LUC7L2","Astrocyte_Cahoy_all"
"DOLK","Astrocyte_Cahoy_all"
"ASF1A","Astrocyte_Cahoy_all"
"PDGFC","Astrocyte_Cahoy_all"
"PXMP4","Astrocyte_Cahoy_all"
"ARHGAP11A","Astrocyte_Cahoy_all"
"C1orf75","Astrocyte_Cahoy_all"
"C18orf25","Astrocyte_Cahoy_all"
"HDAC4","Astrocyte_Cahoy_all"
"CDKN1B","Astrocyte_Cahoy_all"
"NDUFA12","Astrocyte_Cahoy_all"
"EFCAB2","Astrocyte_Cahoy_all"
"C230069N13","Astrocyte_Cahoy_all"
"MAPRE2","Astrocyte_Cahoy_all"
"MIER1","Astrocyte_Cahoy_all"
"TMCC1","Astrocyte_Cahoy_all"
"HAPLN3","Astrocyte_Cahoy_all"
"LOC129881","Astrocyte_Cahoy_all"
"ALDH4A1","Astrocyte_Cahoy_all"
"TRPT1","Astrocyte_Cahoy_all"
"PIAS3","Astrocyte_Cahoy_all"
"MAPKAP1","Astrocyte_Cahoy_all"
"AI649393","Astrocyte_Cahoy_all"
"POFUT1","Astrocyte_Cahoy_all"
"ZNF192","Astrocyte_Cahoy_all"
"NEK1","Astrocyte_Cahoy_all"
"MAN2A2","Astrocyte_Cahoy_all"
"PLXNC1","Astrocyte_Cahoy_all"
"ISCU","Astrocyte_Cahoy_all"
"BCAP29","Astrocyte_Cahoy_all"
"RSBN1","Astrocyte_Cahoy_all"
"UTRN","Astrocyte_Cahoy_all"
"NUDT3","Astrocyte_Cahoy_all"
"SMC4","Astrocyte_Cahoy_all"
"JAK1","Astrocyte_Cahoy_all"
"UCRC","Astrocyte_Cahoy_all"
"ANP32E","Astrocyte_Cahoy_all"
"CRIP1","Astrocyte_Cahoy_all"
"B4GALT7","Astrocyte_Cahoy_all"
"WDR26","Astrocyte_Cahoy_all"
"C9orf41","Astrocyte_Cahoy_all"
"KLHL5","Astrocyte_Cahoy_all"
"TMEM109","Astrocyte_Cahoy_all"
"TMEM115","Astrocyte_Cahoy_all"
"TTC14","Astrocyte_Cahoy_all"
"POR","Astrocyte_Cahoy_all"
"TAPBP","Astrocyte_Cahoy_all"
"NBN","Astrocyte_Cahoy_all"
"GTF3C2","Astrocyte_Cahoy_all"
"KIF2C","Astrocyte_Cahoy_all"
"PPP1R15B","Astrocyte_Cahoy_all"
"6720427I07RIK","Astrocyte_Cahoy_all"
"PCBD2","Astrocyte_Cahoy_all"
"ADAMTS1","Astrocyte_Cahoy_all"
"C11orf57","Astrocyte_Cahoy_all"
"SDHA","Astrocyte_Cahoy_all"
"TCF25","Astrocyte_Cahoy_all"
"FAM120A","Astrocyte_Cahoy_all"
"C10orf26","Astrocyte_Cahoy_all"
"INVS","Astrocyte_Cahoy_all"
"MKS1","Astrocyte_Cahoy_all"
"SNX5","Astrocyte_Cahoy_all"
"PPTC7","Astrocyte_Cahoy_all"
"RP11-50D16.3","Astrocyte_Cahoy_all"
"1700010H23RIK","Astrocyte_Cahoy_all"
"TNIK","Astrocyte_Cahoy_all"
"LMBRD1","Astrocyte_Cahoy_all"
"LZIC","Astrocyte_Cahoy_all"
"ISCA2","Astrocyte_Cahoy_all"
"TRAM1","Astrocyte_Cahoy_all"
"FAM45A","Astrocyte_Cahoy_all"
"HSPA5","Astrocyte_Cahoy_all"
"NFS1","Astrocyte_Cahoy_all"
"HECTD2","Astrocyte_Cahoy_all"
"H2-D1","Astrocyte_Cahoy_all"
"GHITM","Astrocyte_Cahoy_all"
"RASL10B","Astrocyte_Cahoy_all"
"ITM2B","Astrocyte_Cahoy_all"
"1810049H13RIK","Astrocyte_Cahoy_all"
"BCL10","Astrocyte_Cahoy_all"
"KIDINS220","Astrocyte_Cahoy_all"
"SDF2","Astrocyte_Cahoy_all"
"LOC92345","Astrocyte_Cahoy_all"
"LOC132321","Astrocyte_Cahoy_all"
"PSMC3IP","Astrocyte_Cahoy_all"
"ACBD5","Astrocyte_Cahoy_all"
"C20orf3","Astrocyte_Cahoy_all"
"RP11-93B10.1","Astrocyte_Cahoy_all"
"CPNE1","Astrocyte_Cahoy_all"
"SETD5","Astrocyte_Cahoy_all"
"MPST","Astrocyte_Cahoy_all"
"LPIN1","Astrocyte_Cahoy_all"
"SLC25A23","Astrocyte_Cahoy_all"
"CSRP1","Astrocyte_Cahoy_all"
"KRT10","Astrocyte_Cahoy_all"
"PHPT1","Astrocyte_Cahoy_all"
"HIPK1","Astrocyte_Cahoy_all"
"ADCK4","Astrocyte_Cahoy_all"
"TEGT","Astrocyte_Cahoy_all"
"AQR","Astrocyte_Cahoy_all"
"ZNF275","Astrocyte_Cahoy_all"
"DYRK1A","Astrocyte_Cahoy_all"
"LASS1","Astrocyte_Cahoy_all"
"FBXL4","Astrocyte_Cahoy_all"
"C9orf64","Astrocyte_Cahoy_all"
"SLC39A13","Astrocyte_Cahoy_all"
"TRA2A","Astrocyte_Cahoy_all"
"2510042P03RIK","Astrocyte_Cahoy_all"
"C030006K11RIK","Astrocyte_Cahoy_all"
"LOC130074","Astrocyte_Cahoy_all"
"SERPINF2","Astrocyte_Cahoy_all"
"PPFIA1","Astrocyte_Cahoy_all"
"CTSB","Astrocyte_Cahoy_all"
"TBC1D2B","Astrocyte_Cahoy_all"
"USP24","Astrocyte_Cahoy_all"
"WWC2","Astrocyte_Cahoy_all"
"PLA2G4B","Astrocyte_Cahoy_all"
"ALKBH7","Astrocyte_Cahoy_all"
"C030044B11RIK","Astrocyte_Cahoy_all"
"CYBASC3","Astrocyte_Cahoy_all"
"TSPAN33","Astrocyte_Cahoy_all"
"FAHD2A","Astrocyte_Cahoy_all"
"DERL1","Astrocyte_Cahoy_all"
"CDC42SE1","Astrocyte_Cahoy_all"
"FKBP7","Astrocyte_Cahoy_all"
"NUP98","Astrocyte_Cahoy_all"
"HCFC2","Astrocyte_Cahoy_all"
"PLEKHA3","Astrocyte_Cahoy_all"
"C15orf24","Astrocyte_Cahoy_all"
"TRMT11","Astrocyte_Cahoy_all"
"TM9SF1","Astrocyte_Cahoy_all"
"CCPG1","Astrocyte_Cahoy_all"
"ARHGAP26","Astrocyte_Cahoy_all"
"1700100M05RIK","Astrocyte_Cahoy_all"
"TMEM106B","Astrocyte_Cahoy_all"
"TAF13","Astrocyte_Cahoy_all"
"SUZ12","Astrocyte_Cahoy_all"
"A530054K11RIK","Astrocyte_Cahoy_all"
"4930453N24RIK","Astrocyte_Cahoy_all"
"DIAPH2","Astrocyte_Cahoy_all"
"NPEPPS","Astrocyte_Cahoy_all"
"ARFL4","Astrocyte_Cahoy_all"
"EPHA5","Astrocyte_Cahoy_all"
"SUMF1","Astrocyte_Cahoy_all"
"GPR137B","Astrocyte_Cahoy_all"
"XPOT","Astrocyte_Cahoy_all"
"ADAMTS6","Astrocyte_Cahoy_all"
"C030033M12RIK","Astrocyte_Cahoy_all"
"CIT","Astrocyte_Cahoy_all"
"TMCO1","Astrocyte_Cahoy_all"
"AQP11","Astrocyte_Cahoy_all"
"EXDL1","Astrocyte_Cahoy_all"
"PNKD","Astrocyte_Cahoy_all"
"HSPA4L","Astrocyte_Cahoy_all"
"ANKRD16","Astrocyte_Cahoy_all"
"CLDN12","Astrocyte_Cahoy_all"
"2610002F03RIK","Astrocyte_Cahoy_all"
"A430107P09RIK","Astrocyte_Cahoy_all"
"GOLGA1","Astrocyte_Cahoy_all"
"APCDD1","Astrocyte_Cahoy_all"
"IRF1","Astrocyte_Cahoy_all"
"D4WSU53E","Astrocyte_Cahoy_all"
"MTM1","Astrocyte_Cahoy_all"
"DENND1A","Astrocyte_Cahoy_all"
"AI987944","Astrocyte_Cahoy_all"
"0610011F06RIK","Astrocyte_Cahoy_all"
"PNPLA8","Astrocyte_Cahoy_all"
"CEP63","Astrocyte_Cahoy_all"
"OSGIN2","Astrocyte_Cahoy_all"
"PLCG1","Astrocyte_Cahoy_all"
"STARD6","Astrocyte_Cahoy_all"
"MSN","Astrocyte_Cahoy_all"
"1700020I14RIK","Astrocyte_Cahoy_all"
"AGTRL1","Astrocyte_Cahoy_all"
"SLC31A1","Astrocyte_Cahoy_all"
"ATAD3A","Astrocyte_Cahoy_all"
"TTC19","Astrocyte_Cahoy_all"
"LUZP1","Astrocyte_Cahoy_all"
"APH1B","Astrocyte_Cahoy_all"
"PLXDC2","Astrocyte_Cahoy_all"
"FLJ20245","Astrocyte_Cahoy_all"
"2310002J21RIK","Astrocyte_Cahoy_all"
"5430439M09RIK","Astrocyte_Cahoy_all"
"CEP350","Astrocyte_Cahoy_all"
"HELB","Astrocyte_Cahoy_all"
"LONP2","Astrocyte_Cahoy_all"
"GPSM2","Astrocyte_Cahoy_all"
"RAB35","Astrocyte_Cahoy_all"
"ZFP91","Astrocyte_Cahoy_all"
"CTDSP2","Astrocyte_Cahoy_all"
"FLJ20516","Astrocyte_Cahoy_all"
"ATG7","Astrocyte_Cahoy_all"
"RUNDC1","Astrocyte_Cahoy_all"
"DET1","Astrocyte_Cahoy_all"
"ZEB2","Astrocyte_Cahoy_all"
"SQSTM1","Astrocyte_Cahoy_all"
"FLJ22374","Astrocyte_Cahoy_all"
"GNS","Astrocyte_Cahoy_all"
"TNFSF12","Astrocyte_Cahoy_all"
"KLHL32","Astrocyte_Cahoy_all"
"TM2D3","Astrocyte_Cahoy_all"
"ZBED3","Astrocyte_Cahoy_all"
"CLPB","Astrocyte_Cahoy_all"
"C14orf50","Astrocyte_Cahoy_all"
"TRAF3IP1","Astrocyte_Cahoy_all"
"PGM2","Astrocyte_Cahoy_all"
"KIAA1797","Astrocyte_Cahoy_all"
"B830008H07RIK","Astrocyte_Cahoy_all"
"HEXA","Astrocyte_Cahoy_all"
"PCMTD1","Astrocyte_Cahoy_all"
"D16BWG1543E","Astrocyte_Cahoy_all"
