"Gene","Var1"
"MYT1L","Neuron_Cahoy_all"
"SLC17A6","Neuron_Cahoy_all"
"A930034L06RIK","Neuron_Cahoy_all"
"A930009L07RIK","Neuron_Cahoy_all"
"NPAS4","Neuron_Cahoy_all"
"CALB1","Neuron_Cahoy_all"
"SLC12A5","Neuron_Cahoy_all"
"EPHA7","Neuron_Cahoy_all"
"VIP","Neuron_Cahoy_all"
"MEF2C","Neuron_Cahoy_all"
"SSTR2","Neuron_Cahoy_all"
"ODZ2","Neuron_Cahoy_all"
"PCSK2","Neuron_Cahoy_all"
"SNAP25","Neuron_Cahoy_all"
"SCG2","Neuron_Cahoy_all"
"PGM2L1","Neuron_Cahoy_all"
"PLCXD3","Neuron_Cahoy_all"
"DLX1","Neuron_Cahoy_all"
"VSNL1","Neuron_Cahoy_all"
"SYT4","Neuron_Cahoy_all"
"NRG3","Neuron_Cahoy_all"
"SCN2A1","Neuron_Cahoy_all"
"ICAM5","Neuron_Cahoy_all"
"KCNF1","Neuron_Cahoy_all"
"AI838057","Neuron_Cahoy_all"
"CCK","Neuron_Cahoy_all"
"VGF","Neuron_Cahoy_all"
"TMEM130","Neuron_Cahoy_all"
"CAMK4","Neuron_Cahoy_all"
"ASPH","Neuron_Cahoy_all"
"C030017B01RIK","Neuron_Cahoy_all"
"SLC6A7","Neuron_Cahoy_all"
"OLFR1344","Neuron_Cahoy_all"
"ICA1L","Neuron_Cahoy_all"
"MYO5B","Neuron_Cahoy_all"
"NELL1","Neuron_Cahoy_all"
"NEFM","Neuron_Cahoy_all"
"NEFL","Neuron_Cahoy_all"
"TTR","Neuron_Cahoy_all"
"C20orf103","Neuron_Cahoy_all"
"CDH8","Neuron_Cahoy_all"
"SV2B","Neuron_Cahoy_all"
"GAP43","Neuron_Cahoy_all"
"TRHDE","Neuron_Cahoy_all"
"D11BWG0517E","Neuron_Cahoy_all"
"CAMK2B","Neuron_Cahoy_all"
"PENK","Neuron_Cahoy_all"
"RGS4","Neuron_Cahoy_all"
"LPL","Neuron_Cahoy_all"
"CACNA1B","Neuron_Cahoy_all"
"KCNC2","Neuron_Cahoy_all"
"TTC9","Neuron_Cahoy_all"
"L1CAM","Neuron_Cahoy_all"
"9130430L19RIK","Neuron_Cahoy_all"
"CLSTN2","Neuron_Cahoy_all"
"NAPB","Neuron_Cahoy_all"
"CYB561","Neuron_Cahoy_all"
"CXADR","Neuron_Cahoy_all"
"HPCA","Neuron_Cahoy_all"
"CNKSR2","Neuron_Cahoy_all"
"UNC13A","Neuron_Cahoy_all"
"MEG3","Neuron_Cahoy_all"
"C1QTNF4","Neuron_Cahoy_all"
"CBLN1","Neuron_Cahoy_all"
"BRUNOL4","Neuron_Cahoy_all"
"RHOV","Neuron_Cahoy_all"
"EFNA3","Neuron_Cahoy_all"
"HS6ST2","Neuron_Cahoy_all"
"GRP","Neuron_Cahoy_all"
"SOSTDC1","Neuron_Cahoy_all"
"STX1A","Neuron_Cahoy_all"
"A2BP1","Neuron_Cahoy_all"
"CD24","Neuron_Cahoy_all"
"KCNQ2","Neuron_Cahoy_all"
"BCL11A","Neuron_Cahoy_all"
"ELAVL2","Neuron_Cahoy_all"
"NPTX1","Neuron_Cahoy_all"
"SST","Neuron_Cahoy_all"
"DKFZP761N09121","Neuron_Cahoy_all"
"ENO2","Neuron_Cahoy_all"
"KIAA1239","Neuron_Cahoy_all"
"CALN1","Neuron_Cahoy_all"
"MGC42367","Neuron_Cahoy_all"
"SERTAD4","Neuron_Cahoy_all"
"KCNV1","Neuron_Cahoy_all"
"BRUNOL6","Neuron_Cahoy_all"
"ATP1A3","Neuron_Cahoy_all"
"CKMT1B","Neuron_Cahoy_all"
"LPPR4","Neuron_Cahoy_all"
"NAP1L2","Neuron_Cahoy_all"
"6330417G04RIK","Neuron_Cahoy_all"
"DOC2A","Neuron_Cahoy_all"
"CORO1A","Neuron_Cahoy_all"
"TRHR","Neuron_Cahoy_all"
"SLC32A1","Neuron_Cahoy_all"
"GNG2","Neuron_Cahoy_all"
"SYNGR3","Neuron_Cahoy_all"
"SLC10A4","Neuron_Cahoy_all"
"LDB2","Neuron_Cahoy_all"
"AAK1","Neuron_Cahoy_all"
"RYR2","Neuron_Cahoy_all"
"SLC7A8","Neuron_Cahoy_all"
"NTNG1","Neuron_Cahoy_all"
"ERC2","Neuron_Cahoy_all"
"4930551E15RIK","Neuron_Cahoy_all"
"SERPINI1","Neuron_Cahoy_all"
"CAMKV","Neuron_Cahoy_all"
"FXYD7","Neuron_Cahoy_all"
"CDK5R1","Neuron_Cahoy_all"
"SEMA3C","Neuron_Cahoy_all"
"B230310J22RIK","Neuron_Cahoy_all"
"BC026657","Neuron_Cahoy_all"
"SLC4A10","Neuron_Cahoy_all"
"PNMA2","Neuron_Cahoy_all"
"ZFP804A","Neuron_Cahoy_all"
"NPTXR","Neuron_Cahoy_all"
"SCN2B","Neuron_Cahoy_all"
"LBA1","Neuron_Cahoy_all"
"ABLIM3","Neuron_Cahoy_all"
"1700021K10RIK","Neuron_Cahoy_all"
"MGC29891","Neuron_Cahoy_all"
"NRIP3","Neuron_Cahoy_all"
"NEUROD1","Neuron_Cahoy_all"
"TAC3","Neuron_Cahoy_all"
"C6orf142","Neuron_Cahoy_all"
"CNTNAP4","Neuron_Cahoy_all"
"KIAA1045","Neuron_Cahoy_all"
"GPR12","Neuron_Cahoy_all"
"PACSIN1","Neuron_Cahoy_all"
"BCL11B","Neuron_Cahoy_all"
"GAD1","Neuron_Cahoy_all"
"SEMA3A","Neuron_Cahoy_all"
"PPFIA2","Neuron_Cahoy_all"
"SLC8A1","Neuron_Cahoy_all"
"GPR22","Neuron_Cahoy_all"
"KIAA1244","Neuron_Cahoy_all"
"RUNX1T1","Neuron_Cahoy_all"
"GFRA2","Neuron_Cahoy_all"
"PTPRK","Neuron_Cahoy_all"
"ATP2B3","Neuron_Cahoy_all"
"RSPO2","Neuron_Cahoy_all"
"RASGEF1A","Neuron_Cahoy_all"
"EGR3","Neuron_Cahoy_all"
"AW551984","Neuron_Cahoy_all"
"CX3CL1","Neuron_Cahoy_all"
"CRMP1","Neuron_Cahoy_all"
"SCN1A","Neuron_Cahoy_all"
"FBXO7","Neuron_Cahoy_all"
"HPCAL4","Neuron_Cahoy_all"
"AI848149","Neuron_Cahoy_all"
"BRUNOL5","Neuron_Cahoy_all"
"CBLN4","Neuron_Cahoy_all"
"FABP3","Neuron_Cahoy_all"
"PFKP","Neuron_Cahoy_all"
"TBR1","Neuron_Cahoy_all"
"EPHA3","Neuron_Cahoy_all"
"KALRN","Neuron_Cahoy_all"
"NRXN3","Neuron_Cahoy_all"
"DYNC1I1","Neuron_Cahoy_all"
"GPR6","Neuron_Cahoy_all"
"SYP","Neuron_Cahoy_all"
"RASL10A","Neuron_Cahoy_all"
"NTF3","Neuron_Cahoy_all"
"OLFM3","Neuron_Cahoy_all"
"PAK6","Neuron_Cahoy_all"
"HECW1","Neuron_Cahoy_all"
"ADD2","Neuron_Cahoy_all"
"PRMT8","Neuron_Cahoy_all"
"9330121K16RIK","Neuron_Cahoy_all"
"ADCY1","Neuron_Cahoy_all"
"LMO3","Neuron_Cahoy_all"
"KIAA0984","Neuron_Cahoy_all"
"SLC6A17","Neuron_Cahoy_all"
"SYT16","Neuron_Cahoy_all"
"UNC5D","Neuron_Cahoy_all"
"ITPKA","Neuron_Cahoy_all"
"CDC42","Neuron_Cahoy_all"
"SPOCK1","Neuron_Cahoy_all"
"RASGRF1","Neuron_Cahoy_all"
"DIRAS2","Neuron_Cahoy_all"
"CX36","Neuron_Cahoy_all"
"KCNS2","Neuron_Cahoy_all"
"GABRB3","Neuron_Cahoy_all"
"LMO7","Neuron_Cahoy_all"
"PCDHA4","Neuron_Cahoy_all"
"LIN7B","Neuron_Cahoy_all"
"CPNE4","Neuron_Cahoy_all"
"ENC1","Neuron_Cahoy_all"
"PRKCG","Neuron_Cahoy_all"
"EG636791","Neuron_Cahoy_all"
"LGI2","Neuron_Cahoy_all"
"SULT4A1","Neuron_Cahoy_all"
"KIAA0774","Neuron_Cahoy_all"
"KCNAB1","Neuron_Cahoy_all"
"ST8SIA4","Neuron_Cahoy_all"
"A830036E02RIK","Neuron_Cahoy_all"
"SYN2","Neuron_Cahoy_all"
"TCRB-V13","Neuron_Cahoy_all"
"MPPED1","Neuron_Cahoy_all"
"BHLHB5","Neuron_Cahoy_all"
"SCN3B","Neuron_Cahoy_all"
"FGF9","Neuron_Cahoy_all"
"SNCA","Neuron_Cahoy_all"
"SLC2A3","Neuron_Cahoy_all"
"RP11-130N24.1","Neuron_Cahoy_all"
"RELN","Neuron_Cahoy_all"
"PDE10A","Neuron_Cahoy_all"
"SNRPN","Neuron_Cahoy_all"
"CCKBR","Neuron_Cahoy_all"
"PRKAR1B","Neuron_Cahoy_all"
"LOC150223","Neuron_Cahoy_all"
"KIAA1199","Neuron_Cahoy_all"
"C030019I05RIK","Neuron_Cahoy_all"
"RAMP3","Neuron_Cahoy_all"
"CACNA2D3","Neuron_Cahoy_all"
"NRGN","Neuron_Cahoy_all"
"6330405H19","Neuron_Cahoy_all"
"CLSTN3","Neuron_Cahoy_all"
"CAMTA1","Neuron_Cahoy_all"
"SEPT6","Neuron_Cahoy_all"
"CDH9","Neuron_Cahoy_all"
"HTR1B","Neuron_Cahoy_all"
"CXCL12","Neuron_Cahoy_all"
"ST8SIA2","Neuron_Cahoy_all"
"KIAA0319","Neuron_Cahoy_all"
"SLC7A14","Neuron_Cahoy_all"
"GRM7","Neuron_Cahoy_all"
"DPP10","Neuron_Cahoy_all"
"CCL27","Neuron_Cahoy_all"
"MATK","Neuron_Cahoy_all"
"PCP4","Neuron_Cahoy_all"
"RIAN","Neuron_Cahoy_all"
"DRD1IP","Neuron_Cahoy_all"
"AU067824","Neuron_Cahoy_all"
"3526401B18RIK","Neuron_Cahoy_all"
"SLC6A15","Neuron_Cahoy_all"
"CHGB","Neuron_Cahoy_all"
"AW060394","Neuron_Cahoy_all"
"LY6H","Neuron_Cahoy_all"
"1500031I19RIK","Neuron_Cahoy_all"
"PCDHA1","Neuron_Cahoy_all"
"HMP19","Neuron_Cahoy_all"
"LOC130576","Neuron_Cahoy_all"
"DGKG","Neuron_Cahoy_all"
"LOC554327","Neuron_Cahoy_all"
"KCNQ5","Neuron_Cahoy_all"
"SCN3A","Neuron_Cahoy_all"
"HS3ST5","Neuron_Cahoy_all"
"RNF165","Neuron_Cahoy_all"
"ACHE","Neuron_Cahoy_all"
"VSTM2","Neuron_Cahoy_all"
"KCNIP4","Neuron_Cahoy_all"
"TUBB3","Neuron_Cahoy_all"
"1500016O10RIK","Neuron_Cahoy_all"
"KCNA4","Neuron_Cahoy_all"
"TMOD3","Neuron_Cahoy_all"
"C8orf34","Neuron_Cahoy_all"
"CPLX1","Neuron_Cahoy_all"
"ARPP-21","Neuron_Cahoy_all"
"LASS6","Neuron_Cahoy_all"
"RAB15","Neuron_Cahoy_all"
"FLJ25076","Neuron_Cahoy_all"
"LOC402117","Neuron_Cahoy_all"
"RAB3C","Neuron_Cahoy_all"
"SLCO5A1","Neuron_Cahoy_all"
"PCDHA11","Neuron_Cahoy_all"
"ISL1","Neuron_Cahoy_all"
"ADCY7","Neuron_Cahoy_all"
"COL19A1","Neuron_Cahoy_all"
"ACTL6B","Neuron_Cahoy_all"
"ELAVL4","Neuron_Cahoy_all"
"NETO1","Neuron_Cahoy_all"
"FHOD3","Neuron_Cahoy_all"
"CCBE1","Neuron_Cahoy_all"
"CALB2","Neuron_Cahoy_all"
"FKBP1B","Neuron_Cahoy_all"
"GRIN1","Neuron_Cahoy_all"
"MCTP1","Neuron_Cahoy_all"
"B230209C24RIK","Neuron_Cahoy_all"
"LOC399947","Neuron_Cahoy_all"
"DDN","Neuron_Cahoy_all"
"EPB49","Neuron_Cahoy_all"
"C730029A08RIK","Neuron_Cahoy_all"
"SYNPR","Neuron_Cahoy_all"
"B230343J05RIK","Neuron_Cahoy_all"
"CYP4X1","Neuron_Cahoy_all"
"KIAA0284","Neuron_Cahoy_all"
"NPR3","Neuron_Cahoy_all"
"NXPH2","Neuron_Cahoy_all"
"CALCA","Neuron_Cahoy_all"
"OLFM1","Neuron_Cahoy_all"
"FOXP1","Neuron_Cahoy_all"
"PCDH21","Neuron_Cahoy_all"
"TMSB10","Neuron_Cahoy_all"
"CDKL2","Neuron_Cahoy_all"
"RASSF5","Neuron_Cahoy_all"
"GRB10","Neuron_Cahoy_all"
"FAM19A2","Neuron_Cahoy_all"
"AJAP1","Neuron_Cahoy_all"
"ISLR2","Neuron_Cahoy_all"
"ARG2","Neuron_Cahoy_all"
"TAC1","Neuron_Cahoy_all"
"ARHGDIG","Neuron_Cahoy_all"
"REPS2","Neuron_Cahoy_all"
"SYT7","Neuron_Cahoy_all"
"LOR","Neuron_Cahoy_all"
"DSP","Neuron_Cahoy_all"
"SSTR4","Neuron_Cahoy_all"
"FLJ45455","Neuron_Cahoy_all"
"FOXP2","Neuron_Cahoy_all"
"RUSC1","Neuron_Cahoy_all"
"INA","Neuron_Cahoy_all"
"PRKCE","Neuron_Cahoy_all"
"CNTNAP2","Neuron_Cahoy_all"
"LGI1","Neuron_Cahoy_all"
"C230098O21RIK","Neuron_Cahoy_all"
"DP58","Neuron_Cahoy_all"
"PDE1A","Neuron_Cahoy_all"
"C10orf35","Neuron_Cahoy_all"
"LIN7A","Neuron_Cahoy_all"
"CNTN4","Neuron_Cahoy_all"
"KCNT2","Neuron_Cahoy_all"
"USP29","Neuron_Cahoy_all"
"PPM2C","Neuron_Cahoy_all"
"C19orf4","Neuron_Cahoy_all"
"CHGA","Neuron_Cahoy_all"
"NOS1AP","Neuron_Cahoy_all"
"B3GALNT1","Neuron_Cahoy_all"
"TSPYL5","Neuron_Cahoy_all"
"PTPRN2","Neuron_Cahoy_all"
"BAIAP2","Neuron_Cahoy_all"
"AW490526","Neuron_Cahoy_all"
"CHRNA7","Neuron_Cahoy_all"
"RAB9B","Neuron_Cahoy_all"
"LEFTY2","Neuron_Cahoy_all"
"PTGER3","Neuron_Cahoy_all"
"PDE2A","Neuron_Cahoy_all"
"DCX","Neuron_Cahoy_all"
"GA17","Neuron_Cahoy_all"
"ZCCHC12","Neuron_Cahoy_all"
"EHBP1L1","Neuron_Cahoy_all"
"KCNC1","Neuron_Cahoy_all"
"C230078M08RIK","Neuron_Cahoy_all"
"CADPS","Neuron_Cahoy_all"
"NRSN1","Neuron_Cahoy_all"
"9330109K16RIK","Neuron_Cahoy_all"
"PLA2G4E","Neuron_Cahoy_all"
"AMN","Neuron_Cahoy_all"
"PLCXD1","Neuron_Cahoy_all"
"OPRL1","Neuron_Cahoy_all"
"CPNE6","Neuron_Cahoy_all"
"CHD5","Neuron_Cahoy_all"
"1110006E14RIK","Neuron_Cahoy_all"
"NPY1R","Neuron_Cahoy_all"
"GPR83","Neuron_Cahoy_all"
"CELSR3","Neuron_Cahoy_all"
"RESP18","Neuron_Cahoy_all"
"JPH4","Neuron_Cahoy_all"
"SSBP2","Neuron_Cahoy_all"
"TFR2","Neuron_Cahoy_all"
"LOC138046","Neuron_Cahoy_all"
"FSTL5","Neuron_Cahoy_all"
"CYP11A1","Neuron_Cahoy_all"
"RBP4","Neuron_Cahoy_all"
"CDS1","Neuron_Cahoy_all"
"MYADM","Neuron_Cahoy_all"
"GDAP1","Neuron_Cahoy_all"
"RIT2","Neuron_Cahoy_all"
"GPRIN3","Neuron_Cahoy_all"
"DISP2","Neuron_Cahoy_all"
"HCN1","Neuron_Cahoy_all"
"AK5","Neuron_Cahoy_all"
"NOL4","Neuron_Cahoy_all"
"RASGRP2","Neuron_Cahoy_all"
"STX3","Neuron_Cahoy_all"
"PCLO","Neuron_Cahoy_all"
"NHLH2","Neuron_Cahoy_all"
"OCIAD2","Neuron_Cahoy_all"
"LINGO1","Neuron_Cahoy_all"
"RUTBC2","Neuron_Cahoy_all"
"UCHL1","Neuron_Cahoy_all"
"SYNGR1","Neuron_Cahoy_all"
"ADCYAP1","Neuron_Cahoy_all"
"GM1337","Neuron_Cahoy_all"
"HOOK1","Neuron_Cahoy_all"
"CCDC109B","Neuron_Cahoy_all"
"2410066E13RIK","Neuron_Cahoy_all"
"D4S234E","Neuron_Cahoy_all"
"FAM19A1","Neuron_Cahoy_all"
"ATP6V1G2","Neuron_Cahoy_all"
"TRIM37","Neuron_Cahoy_all"
"SOCS2","Neuron_Cahoy_all"
"NDNL2","Neuron_Cahoy_all"
"VPS13C","Neuron_Cahoy_all"
"LRFN5","Neuron_Cahoy_all"
"PLCXD2","Neuron_Cahoy_all"
"KCNMA1","Neuron_Cahoy_all"
"B230112P13RIK","Neuron_Cahoy_all"
"TMEM179","Neuron_Cahoy_all"
"C1orf96","Neuron_Cahoy_all"
"STMN3","Neuron_Cahoy_all"
"C6orf213","Neuron_Cahoy_all"
"TRIM46","Neuron_Cahoy_all"
"PPP3CB","Neuron_Cahoy_all"
"A830007L07RIK","Neuron_Cahoy_all"
"GRIA4","Neuron_Cahoy_all"
"NSF","Neuron_Cahoy_all"
"SLITRK1","Neuron_Cahoy_all"
"KIAA1324","Neuron_Cahoy_all"
"DPYSL5","Neuron_Cahoy_all"
"FLJ12993","Neuron_Cahoy_all"
"LAMB1","Neuron_Cahoy_all"
"GREM2","Neuron_Cahoy_all"
"CACNA1A","Neuron_Cahoy_all"
"A830039N20RIK","Neuron_Cahoy_all"
"CA10","Neuron_Cahoy_all"
"KRT222P","Neuron_Cahoy_all"
"MLSTD1","Neuron_Cahoy_all"
"KIT","Neuron_Cahoy_all"
"CACNA1E","Neuron_Cahoy_all"
"NDRG4","Neuron_Cahoy_all"
"RTN4RL1","Neuron_Cahoy_all"
"SYNE1","Neuron_Cahoy_all"
"A030009H04RIK","Neuron_Cahoy_all"
"HCFC1","Neuron_Cahoy_all"
"PGBD5","Neuron_Cahoy_all"
"ARHGEF7","Neuron_Cahoy_all"
"ZNF533","Neuron_Cahoy_all"
"RPRM","Neuron_Cahoy_all"
"CAMK2A","Neuron_Cahoy_all"
"FIGF","Neuron_Cahoy_all"
"JAZF1","Neuron_Cahoy_all"
"2900055J20RIK","Neuron_Cahoy_all"
"CAMKK2","Neuron_Cahoy_all"
"SYN1","Neuron_Cahoy_all"
"CDC42EP3","Neuron_Cahoy_all"
"KCNH1","Neuron_Cahoy_all"
"ARHGAP15","Neuron_Cahoy_all"
"SPINT2","Neuron_Cahoy_all"
"DCN","Neuron_Cahoy_all"
"EFNB2","Neuron_Cahoy_all"
"MAP4","Neuron_Cahoy_all"
"SIPA1L1","Neuron_Cahoy_all"
"SLITRK4","Neuron_Cahoy_all"
"TRIM67","Neuron_Cahoy_all"
"IL1RAPL2","Neuron_Cahoy_all"
"TASP1","Neuron_Cahoy_all"
"TM6SF1","Neuron_Cahoy_all"
"NXPH3","Neuron_Cahoy_all"
"GRIA1","Neuron_Cahoy_all"
"SLC25A22","Neuron_Cahoy_all"
"ARHGAP6","Neuron_Cahoy_all"
"KIAA1211","Neuron_Cahoy_all"
"ASNS","Neuron_Cahoy_all"
"MAP3K9","Neuron_Cahoy_all"
"B3GALT2","Neuron_Cahoy_all"
"FBXO41","Neuron_Cahoy_all"
"ELMOD1","Neuron_Cahoy_all"
"STK32C","Neuron_Cahoy_all"
"RPRML","Neuron_Cahoy_all"
"PRSS12","Neuron_Cahoy_all"
"C030002B11RIK","Neuron_Cahoy_all"
"SYT5","Neuron_Cahoy_all"
"DARC","Neuron_Cahoy_all"
"REM2","Neuron_Cahoy_all"
"KLHDC8A","Neuron_Cahoy_all"
"ATP2B2","Neuron_Cahoy_all"
"MYO1B","Neuron_Cahoy_all"
"HRK","Neuron_Cahoy_all"
"BASP1","Neuron_Cahoy_all"
"LHFPL5","Neuron_Cahoy_all"
"CPLX3","Neuron_Cahoy_all"
"NPY2R","Neuron_Cahoy_all"
"CADM3","Neuron_Cahoy_all"
"KIAA1024","Neuron_Cahoy_all"
"MYH3","Neuron_Cahoy_all"
"A730054J21RIK","Neuron_Cahoy_all"
"SPTBN2","Neuron_Cahoy_all"
"DNM1","Neuron_Cahoy_all"
"BTBD4","Neuron_Cahoy_all"
"GPR135","Neuron_Cahoy_all"
"RGS7BP","Neuron_Cahoy_all"
"TTC9B","Neuron_Cahoy_all"
"SMS","Neuron_Cahoy_all"
"LY6E","Neuron_Cahoy_all"
"AI314027","Neuron_Cahoy_all"
"GPR39","Neuron_Cahoy_all"
"FAM81A","Neuron_Cahoy_all"
"ITPR1","Neuron_Cahoy_all"
"STXBP1","Neuron_Cahoy_all"
"FGF14","Neuron_Cahoy_all"
"GNAL","Neuron_Cahoy_all"
"MLLT11","Neuron_Cahoy_all"
"TIAM1","Neuron_Cahoy_all"
"COCH","Neuron_Cahoy_all"
"PRKAR2B","Neuron_Cahoy_all"
"OGFRL1","Neuron_Cahoy_all"
"CACNB2","Neuron_Cahoy_all"
"MYL4","Neuron_Cahoy_all"
"CAMK1G","Neuron_Cahoy_all"
"USP27X","Neuron_Cahoy_all"
"NPNT","Neuron_Cahoy_all"
"HIVEP2","Neuron_Cahoy_all"
"WDR37","Neuron_Cahoy_all"
"TMTC4","Neuron_Cahoy_all"
"BTBD11","Neuron_Cahoy_all"
"PTK2B","Neuron_Cahoy_all"
"C030015D19RIK","Neuron_Cahoy_all"
"GABRD","Neuron_Cahoy_all"
"RIMS1","Neuron_Cahoy_all"
"SMARCA1","Neuron_Cahoy_all"
"NEFH","Neuron_Cahoy_all"
"TAIP-2","Neuron_Cahoy_all"
"BEX1","Neuron_Cahoy_all"
"NELL2","Neuron_Cahoy_all"
"NRSN2","Neuron_Cahoy_all"
"PTHLH","Neuron_Cahoy_all"
"GALNT9","Neuron_Cahoy_all"
"LOC345630","Neuron_Cahoy_all"
"FLJ38377","Neuron_Cahoy_all"
"2900054C01RIK","Neuron_Cahoy_all"
"LOC342918","Neuron_Cahoy_all"
"GPR85","Neuron_Cahoy_all"
"B4GALNT4","Neuron_Cahoy_all"
"D7ERTD715E","Neuron_Cahoy_all"
"ACOT10","Neuron_Cahoy_all"
"SNAP91","Neuron_Cahoy_all"
"SEZ6","Neuron_Cahoy_all"
"A030001O10RIK","Neuron_Cahoy_all"
"AI836758","Neuron_Cahoy_all"
"TMEM158","Neuron_Cahoy_all"
"C9orf126","Neuron_Cahoy_all"
"CACNA1G","Neuron_Cahoy_all"
"SH2D5","Neuron_Cahoy_all"
"RASGRP1","Neuron_Cahoy_all"
"RIMBP2","Neuron_Cahoy_all"
"HPRT1","Neuron_Cahoy_all"
"SLC35F4","Neuron_Cahoy_all"
"MAPK8IP2","Neuron_Cahoy_all"
"SPG3A","Neuron_Cahoy_all"
"NAV3","Neuron_Cahoy_all"
"GABRA3","Neuron_Cahoy_all"
"SLC17A7","Neuron_Cahoy_all"
"USP15","Neuron_Cahoy_all"
"DLG2","Neuron_Cahoy_all"
"DOC2B","Neuron_Cahoy_all"
"CABP1","Neuron_Cahoy_all"
"SNX16","Neuron_Cahoy_all"
"KCNA5","Neuron_Cahoy_all"
"HAP1","Neuron_Cahoy_all"
"C8orf70","Neuron_Cahoy_all"
"RNF157","Neuron_Cahoy_all"
"GNAZ","Neuron_Cahoy_all"
"AP1S3","Neuron_Cahoy_all"
"RGS17","Neuron_Cahoy_all"
"LANCL2","Neuron_Cahoy_all"
"MMP17","Neuron_Cahoy_all"
"D16BWG1494E","Neuron_Cahoy_all"
"D430019H16RIK","Neuron_Cahoy_all"
"2810409C01RIK","Neuron_Cahoy_all"
"ST8SIA3","Neuron_Cahoy_all"
"CACNA2D1","Neuron_Cahoy_all"
"4930488B01RIK","Neuron_Cahoy_all"
"DRD1","Neuron_Cahoy_all"
"SAMD12","Neuron_Cahoy_all"
"NR4A2","Neuron_Cahoy_all"
"LRP11","Neuron_Cahoy_all"
"ASAM","Neuron_Cahoy_all"
"RP11-54H7.1","Neuron_Cahoy_all"
"CNIH2","Neuron_Cahoy_all"
"KIF5C","Neuron_Cahoy_all"
"TESC","Neuron_Cahoy_all"
"CAMK2N2","Neuron_Cahoy_all"
"AW060742","Neuron_Cahoy_all"
"PLK2","Neuron_Cahoy_all"
"ATP6V1B2","Neuron_Cahoy_all"
"CALM2","Neuron_Cahoy_all"
"DNAJC6","Neuron_Cahoy_all"
"SLC30A3","Neuron_Cahoy_all"
"AI608492","Neuron_Cahoy_all"
"B230208B08RIK","Neuron_Cahoy_all"
"KCNIP2","Neuron_Cahoy_all"
"NPY5R","Neuron_Cahoy_all"
"KITLG","Neuron_Cahoy_all"
"C030025P15RIK","Neuron_Cahoy_all"
"KIAA0672","Neuron_Cahoy_all"
"YWHAG","Neuron_Cahoy_all"
"MAP6","Neuron_Cahoy_all"
"WDR40B","Neuron_Cahoy_all"
"MGST3","Neuron_Cahoy_all"
"CYP26B1","Neuron_Cahoy_all"
"FNBP1L","Neuron_Cahoy_all"
"ECOP","Neuron_Cahoy_all"
"ACOT9","Neuron_Cahoy_all"
"NPY","Neuron_Cahoy_all"
"ENSA","Neuron_Cahoy_all"
"RAB40B","Neuron_Cahoy_all"
"FGF12","Neuron_Cahoy_all"
"KIAA0888","Neuron_Cahoy_all"
"C030014L02","Neuron_Cahoy_all"
"IGF1","Neuron_Cahoy_all"
"IQSEC3","Neuron_Cahoy_all"
"AI854703","Neuron_Cahoy_all"
"DPYSL3","Neuron_Cahoy_all"
"PLXNA2","Neuron_Cahoy_all"
"NTRK2","Neuron_Cahoy_all"
"COBL","Neuron_Cahoy_all"
"GUCY1B3","Neuron_Cahoy_all"
"WIPF3","Neuron_Cahoy_all"
"STAU2","Neuron_Cahoy_all"
"EPHA4","Neuron_Cahoy_all"
"TRO","Neuron_Cahoy_all"
"ZNF179","Neuron_Cahoy_all"
"DBC1","Neuron_Cahoy_all"
"MAPK8","Neuron_Cahoy_all"
"CUGBP2","Neuron_Cahoy_all"
"HERC3","Neuron_Cahoy_all"
"CNR1","Neuron_Cahoy_all"
"STXBP5","Neuron_Cahoy_all"
"RPH3A","Neuron_Cahoy_all"
"PPM1E","Neuron_Cahoy_all"
"AI852580","Neuron_Cahoy_all"
"B4GALNT1","Neuron_Cahoy_all"
"NTSR1","Neuron_Cahoy_all"
"ZMAT4","Neuron_Cahoy_all"
"GMPS","Neuron_Cahoy_all"
"TSPYL3","Neuron_Cahoy_all"
"AI851453","Neuron_Cahoy_all"
"D930026N18RIK","Neuron_Cahoy_all"
"FAT4","Neuron_Cahoy_all"
"LRRTM4","Neuron_Cahoy_all"
"SH3GL2","Neuron_Cahoy_all"
"TRPC4","Neuron_Cahoy_all"
"C16orf45","Neuron_Cahoy_all"
"TRPV2","Neuron_Cahoy_all"
"9430041P20RIK","Neuron_Cahoy_all"
"JAKMIP1","Neuron_Cahoy_all"
"RAPH1","Neuron_Cahoy_all"
"AI504432","Neuron_Cahoy_all"
"RGS8","Neuron_Cahoy_all"
"NUPL1","Neuron_Cahoy_all"
"TMEM35","Neuron_Cahoy_all"
"LRRTM3","Neuron_Cahoy_all"
"C20orf12","Neuron_Cahoy_all"
"THSD7B","Neuron_Cahoy_all"
"PTHR2","Neuron_Cahoy_all"
"DNM3","Neuron_Cahoy_all"
"FOSL2","Neuron_Cahoy_all"
"AK162044","Neuron_Cahoy_all"
"D12ERTD553E","Neuron_Cahoy_all"
"ACSL4","Neuron_Cahoy_all"
"ADAMTS3","Neuron_Cahoy_all"
"MADD","Neuron_Cahoy_all"
"ARHGAP20","Neuron_Cahoy_all"
"MAP4K5","Neuron_Cahoy_all"
"CHAC1","Neuron_Cahoy_all"
"CBLN2","Neuron_Cahoy_all"
"MARCH1","Neuron_Cahoy_all"
"6330407I18RIK","Neuron_Cahoy_all"
"ZDHHC23","Neuron_Cahoy_all"
