"","A0","A1","A2","A4","A5","A6","A7","A8","A9","A10","A11","A12","B0","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B12","C0","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C12","D0","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11"
"isogroup23404",1.00497243905474,1.83048577585717,2.14082564636993,2.12433473596964,2.79958034043001,3.07421871655116,2.74215440319742,2.14190973286874,1.32041499516515,3.06664257109203,2.64137441351515,2.65648969550798,1.54674939182711,2.50217665080946,2.26070806438877,2.11836892335059,2.49874860851613,2.84659723502273,3.45462046358326,2.63919086889609,1.51313286511708,3.0359502654055,2.75882674353778,2.21093290789342,1.15029136386195,1.64586009523807,2.55019074176923,2.33794149145325,2.62851337409753,2.61556458481465,2.47029649121815,2.94416304790285,2.28676174139285,2.42940883933533,3.1632600776342,1.32997270247983,1.18596606987967,1.96597589000876,2.7043400664885,1.98420891598019,2.69118169686765,2.57520579143355,2.29438749490873,2.66685528124978,2.93352434047415,2.13439419003111,2.86060554173561,2.16500085350265
"isogroup20082",1.27934653813777,1.89532357498036,1.58118439082288,2.33078689696372,2.81349717558518,2.56133237386675,2.67480181469458,2.06738748487562,1.67668824758773,2.17516788382483,2.8782967603188,2.66866683018171,1.04596499465616,1.37495679140428,1.57627973131115,2.21890849382633,1.77998838429218,2.87428056214935,2.23494900256998,2.71099909018662,3.00829667367958,2.75254475415791,1.91758090934194,1.76926533503457,1.04927632077052,1.91585222764556,2.28515654855105,1.99553768962005,2.21448847946189,2.54940169222879,2.39784442279547,2.70120009986258,2.62657363070121,2.71009601882551,1.94182792898087,2.57267474210463,1.50548593641116,1.22386858328798,2.03853490115167,1.56255708734448,2.8170421465118,2.38838152421915,2.70544468725446,2.43479013644754,2.29492344797144,2.04836762424566,2.07668155681036,2.80291080734595
"isogroup4386",1.3348106181749,2.27108562727179,1.6295968915344,2.49314687435503,1.85517551609138,2.77473729170726,2.13024423198144,2.70274180424243,3.50102441088237,2.56158061736193,2.82876831676595,3.3679551297022,1.82976594771733,2.26014922776507,1.62466485377921,0.987080687129167,1.9879857581176,2.03897948818616,2.28050256048117,2.99871049165978,2.45195768705282,2.53351873040215,2.82828014219036,3.05498343782539,1.83475275943872,2.44671435924295,1.9491123660007,1.46709453510676,2.44545965805023,2.48616256686798,2.0510385843199,2.32231205732102,2.54927658349992,3.03319987458491,2.85918268434638,2.82325209832195,1.14848646411382,1.47822450415966,2.08481929523299,1.62141011065062,2.44113753414343,2.30123591554735,1.80190588475038,2.48244078795967,1.9008770834778,2.82415941436056,2.34528272715204,2.84881734005912
"isogroup4754",3.43973449759477,3.8481236124916,4.06481853323445,4.22257672489154,4.28323612915198,3.56861677909651,3.60173359522923,3.32659039351432,3.77981408822075,3.23586947951996,3.03710515858853,3.20428088030054,3.63461689989307,3.56046968486235,3.94752364041895,3.82911206374193,3.71198532287057,4.07858049109886,3.4051014028261,3.40344022055811,3.58701804729629,3.20755863329477,3.15502213711651,3.30285468805633,2.90159399447808,3.9759031644685,4.03217346077787,3.77741256447836,3.90986617561248,4.28356346852642,3.49566113830292,3.46612359912682,3.93996357365361,4.00755874331944,3.53727824301948,2.78178269974989,2.77756560395746,4.20147665885031,3.77979478254362,3.59950593159293,2.98186519989677,4.45758958164428,4.04811533812825,3.88050303161269,3.46740299362814,3.39064002538181,3.48468500862772,4.02245793501139
"isogroup6830",3.15530841163141,3.43680818602275,3.73754828996317,3.18370386492919,3.54835848199421,3.66938847852163,3.13240111313377,3.48166011702271,3.78530959902592,2.85428085832903,3.39351533664299,3.54873665124563,3.43188180324369,3.61906088053982,3.64030870575431,2.97782064080375,2.88734469936784,3.30929693509178,3.22219381175825,3.1777353780093,3.21919660744896,3.49818734963909,3.04564720823736,3.19602821878299,3.79035694742059,3.6309454549734,3.09065758000238,3.03562821041751,3.6594425597606,3.3976511366645,3.1667814761835,3.92153590316744,4.00055212871383,2.87251655471253,3.42607975219679,2.88551747246183,3.78586976977412,3.68480375783999,3.31939856670541,2.71920252472759,3.25310378369019,3.24478718180216,3.17224254753015,3.42932360638413,3.14568285925179,3.42844033795163,2.62369717900638,3.92405596311313
"isogroup13595",3.95736875063019,2.99792314527849,3.43790083971083,3.12024763791376,2.85306754308486,2.0932907547344,3.17040656474196,3.24927413854002,3.34010007475658,2.78161096906336,3.47931028384466,3.5370537854763,3.5589552331173,3.21738592351347,2.88968494891022,3.30978465584093,3.14506436339411,2.96262740490963,2.98018621649633,3.764188988625,3.30021046318139,3.14297578586524,2.87918733193843,3.29966946376813,4.2267990624045,2.88120953511498,2.94998019961683,2.8796299050076,3.32447441170392,3.33697818189025,2.46662137239674,3.42214394960176,3.12174159634553,3.58807775742361,2.68668040425914,3.01756513290787,3.80617324406262,2.86255454561693,3.0189142029528,3.73370191544676,3.66373535885443,3.09532622238522,2.47125255041904,3.46459406266208,2.57909494824461,3.01843254204682,3.1903102635529,3.2014816892636
"isogroup1690",5.28336032058151,4.36979178475754,4.0270476039529,4.21900967393347,4.31054156413489,4.53135251057709,4.23037062675359,4.31359680819241,4.63560472623231,4.39848844228044,4.22210757017179,4.28912518364287,4.64074736281582,3.91065171528702,3.88501479062091,3.95082208216439,4.08483117133629,3.51576979218209,4.48849361338726,4.51050561073235,4.21444869062309,4.20162867974626,4.79013549336045,4.44452489958387,5.35155855971829,4.69460824869571,3.70828599566643,4.01782890022703,4.68129019605505,4.12441279441393,4.39456591301787,4.57137012297676,4.41561684544934,4.01346129641937,4.5665620152725,4.51549486573219,5.04816025151493,4.49235470254248,4.02114155892158,3.97069828549044,4.15888844723895,3.88450319372936,4.45362709343407,4.4914570123816,4.29697872397313,4.43911619816089,4.31882902911834,5.13221348278037
"isogroup18620",7.0731872170676,6.20336603202184,6.2468216642932,6.03475513981702,5.61569510584421,6.15748741499709,5.64088093570931,5.3395309139735,4.59900189026126,5.36089415691459,5.48550060486557,5.05530322063077,6.82995337536446,6.27683977704787,6.27964299592283,6.00531256526058,5.95620187415238,5.76401898132144,6.18900042760493,5.11052241755472,5.70118748121541,5.16844273486494,5.17769511985415,5.31547177097302,6.96964658861042,6.42441546404219,6.41416744966325,6.12960677816855,5.83387706770851,5.49481331465291,5.67773481881667,5.21692729162709,5.64723326591004,5.30617693953587,5.49668921820738,5.24650981985785,6.78515040104492,6.13441000328268,6.30852963519996,5.98386786219158,6.05537191958309,5.36817592355832,5.77584195646147,5.25494851524923,5.56553433787376,5.35065947395146,5.65508294141322,4.70962752215458
"isogroup35020",1.62776498091643,2.87270670592228,3.28160217887109,3.20606510764179,4.05026594391716,3.08290190632319,3.80186269221424,3.65230415352323,3.80998825048087,4.24837074855182,3.96448591986728,4.02616737574701,1.78451213690374,3.00129221185614,3.83683577833733,3.5520460437737,3.86045661661932,4.18142122977542,4.08406856623203,3.98109524382708,3.38332588361231,4.00656755413015,3.65422720117927,3.30436542311884,2.12233967168464,1.94940334094085,3.25146547456815,3.54443122565994,3.6828583419974,3.76618256312311,3.760898895784,3.51344951520157,3.30357707325992,4.14447979917009,3.78482907060634,3.9341164962205,2.17046842440863,2.79487332822801,3.75653891540987,3.39480578963579,3.42958011268724,3.26733044664605,3.3120388725132,2.95628376925499,3.51454444669668,3.29766220124466,3.28167644750195,3.61760477883206
"isogroup28988",5.58817725955574,6.94879505296829,7.14749374056468,7.25848114226101,6.78505059139891,7.46193021850473,6.69642601093606,6.95188236051898,6.20557164408888,6.80952250702636,6.70315298089678,6.5929924109679,5.11284974024064,7.30093825615443,7.06116187780942,6.65621694404693,6.79734266231613,6.78454955132999,7.31345344460796,6.78904936501904,6.92420208753351,7.09408817912421,6.78777277704996,6.6942148118067,5.35142377466064,7.12990560769309,7.27169979898111,6.82303265471166,6.93128817971282,6.45836693623348,7.27885563750768,6.81400757277581,7.29268867901974,6.52764908239433,7.03656141946653,6.79010372342645,5.61262028120215,6.60639939590772,7.3131903217879,6.49711369321766,7.01003252360839,6.54380253823045,7.25660258349083,6.72973829177038,7.20877243702347,6.98000626123954,6.84945556457808,5.87968105802233
"isogroup14251",2.16108020562414,1.60820347048715,3.86331101189002,4.10307773161438,4.4148155199637,4.48997421849844,4.55715385362072,4.60822482052106,4.25218028816411,4.24133600577324,4.20211467731637,4.03651237781036,2.04244736675274,1.72614688513023,3.43393751024298,4.43188856366437,4.15448915583243,4.53925199847587,4.10259556322537,4.54584673532573,4.38092843984108,4.0374962894258,3.86096272924724,4.25232567609466,2.04637009944612,1.95782183089256,3.58703495274735,4.25730841474589,3.98763607944284,4.51218605257574,4.11853922835429,4.76682181048848,4.30499553497484,4.41332934501133,4.34388562865886,3.99317120717852,2.40444985368856,2.20354959651383,3.09063639006138,4.40939749699516,3.94679508840798,4.3638660333067,4.6638523662433,4.43933383548963,4.61416915034123,4.63244953260533,4.08787131356432,4.35267317255405
"isogroup4081",3.6146302631109,2.10813978358556,1.74377721049526,2.1802257956275,1.59370208696453,1.85089165898828,2.3953619638799,1.83854106781592,2.91475303768215,1.94008919939078,1.5290510525204,2.20769683536057,3.35537958701456,2.51654175477861,2.28920851522401,2.72733923083041,1.56720474022701,2.1430867045338,1.17767453698511,1.72647815531055,2.27223090727544,2.61046678352411,1.89493656738699,1.50624054935887,3.98286422877452,2.03724381615401,1.88128343712881,1.97414272565682,1.39872427658343,2.02529410938323,2.19349227125134,2.48348598722617,2.01809398232639,1.50117823542218,2.79574862008155,2.02259800119087,3.05216780022894,2.21122266579054,1.42355028323496,1.87401914574597,2.09326541971269,2.70154494320765,1.72224706559762,2.01011720983956,1.83046317542013,2.31397543230795,1.7878255826128,1.46616344523019
"isogroup31008",1.65302573964115,4.09656990769903,3.85989159651464,3.22341637202429,3.63976574178862,4.41694699429298,3.06154967535632,4.25757046099452,2.6750992833516,3.99746416264719,3.0741775252346,3.32765163533308,1.81056264237695,3.65762942508306,3.93112957657092,3.1305036269272,3.17428739781216,3.2635317232002,4.13938871686884,3.53856885405125,3.74416827368403,3.45027801109409,3.78063401116976,3.54621263109504,1.81438136222577,3.7596395949424,3.60600662673892,2.66700983836654,3.0814893891645,3.36787825525286,4.04725281864411,3.24281102482831,4.75350126958443,3.36482349024113,4.14007933171128,4.13624985686994,1.85456407091439,4.31681675123359,3.55446951984746,3.4134014956887,3.58243704009204,3.36389851758783,3.85731271986738,2.81274317214792,4.49480220006981,3.61136272021509,3.41778369003505,3.42920877154919
"isogroup11196",7.25504078097302,5.4255417513101,6.53421345804831,6.11020991169753,5.32621333142228,6.49857027477204,6.04253104326339,6.14460366917332,6.59316509046476,6.66635765662152,6.88686120260504,6.96119807432098,7.12181097561124,5.25198437917711,6.06527006442673,5.76461410416153,5.96897600934424,5.637928362136,6.41467723376291,6.66831439180345,6.51702922810479,6.94048073761205,6.81933765215989,6.53802253687625,7.23416647463336,5.50581960966131,5.96458007629661,5.70115338284574,5.80984247039689,5.37052299860117,6.29365931008854,6.75002476863297,6.58158002457674,6.71310398748224,5.67174607211696,6.07837325890201,7.16712238501302,5.15830017000002,5.94248503297777,5.54002602496109,5.51609936697831,5.6665817336854,5.96783487444541,6.06601220768193,6.63391656941058,5.89403488795875,6.68448271790189,5.80076921305541
"isogroup22371",1.97508580529844,1.39218402789882,1.77624134156149,2.47049781767908,3.98623497844839,4.28057146958947,4.95275415036863,4.33400689254225,5.29132246614127,4.97886495421913,4.27608435520795,4.47238289908872,1.83773380270263,1.51475856182294,1.99472060359713,2.45441832306467,3.0412842590066,3.90747351378895,3.96105060753804,4.77097422383674,4.25970203168703,4.63439457544994,5.059874639174,4.3161563341124,1.84169572619327,1.49542967726253,2.16440938222879,2.69082842011516,2.13850532666144,3.81410069684415,4.72258746785307,4.99982808574151,4.73567318878177,4.62940379098213,4.24733471551302,4.54054355813671,1.88335432172062,2.03381431962349,1.57646397312905,1.93631184582557,2.81418636511762,4.27412982556461,4.4948379074225,5.02599497628741,4.44841332274539,4.60367395688816,4.35690510275895,4.91661850300956
"isogroup14558",1.06679381476432,0.812801474544016,3.13410348493701,3.15959488469345,3.18662184125816,2.68387310227945,1.47713218619063,2.3640772613361,2.45355012716056,2.77163587634253,2.11806492771921,2.22714793369098,1.21211610068698,1.24792630326563,3.06670185131202,3.21444451940143,2.32646785935039,3.06888963338498,2.20623899125655,2.14046918477556,2.72238417933864,2.86626777981964,3.05711155478803,2.25902353197301,1.61038197301207,0.906521139740583,3.21481247337199,3.09029079912453,2.33999823396467,2.55470406416844,2.81588118120177,2.82463979077213,2.95014378947495,2.48050403166878,2.57460379516389,2.70123393661659,1.65653720256301,1.72771704433017,3.3279759664749,3.27055783486866,3.08981228351371,2.91764431748665,2.68179417818013,2.16444075435609,2.28142688928596,2.70210058419843,2.90799408421806,2.43231208805647
"isogroup4643",2.53151182814181,3.17332795021926,4.98188222319243,5.02858006248304,4.77557096172127,5.3290367291365,5.36066231975067,5.51011713234638,5.73008033286004,5.93792346959452,6.08748472598703,5.8232733796267,2.69056246361737,2.90403100749987,4.54410882210582,5.3097471185499,5.17483276064838,4.62958077872985,5.58113292580931,5.83732724129834,5.8146187294584,6.31888591097469,5.92248443794031,5.93521717977269,2.69447270561643,2.733213053005,4.38926647765163,4.95591054241203,4.29963023688582,4.99665405571796,5.64841355128252,5.94960176166673,6.01263156560688,5.85819653994726,5.42920979052397,5.75283171105993,2.99217691612997,2.61468725859377,4.77584758756284,4.96844900904737,4.10718198438692,5.21011887441684,5.59020789229328,5.99276472462186,5.78513292454908,5.81240244271874,5.93563384301494,5.02740658864705
"isogroup7300",2.82376033873405,6.12827984744923,5.33956413140166,4.60574353412163,5.55761351277512,4.29402886455361,4.81670011432244,5.14768294498493,6.21946816814198,5.44403763120747,4.87686584879252,5.17092271884461,2.76169936711071,6.25211480472229,5.23380730962536,5.27017463905463,5.29198942090957,5.12661195989204,4.41309788016975,4.59052461736177,5.0361798792827,4.82403129975117,5.33625660383617,4.99047947378288,2.76555591892056,6.13568680983967,5.45312118984529,5.29272916126413,5.42065594389028,5.2055480101137,4.63141051366625,5.65939595381696,5.28858512211731,5.43415512465266,5.45920799839989,5.17154005390379,2.80632638181454,6.05698939285179,5.872493848301,5.6074649235296,5.40963990136742,5.41863610229807,4.68777777036366,5.23668150193095,5.21085774305601,4.82713550116362,4.87703546048366,6.09619441546978
"isogroup24100",1.84782441357674,3.99681029776559,5.08095887647186,4.37486761699177,3.39924342698622,4.41055906781936,3.98882253673134,2.9241847316735,2.83746785716701,3.68770598201694,3.87882188308003,3.25874126201358,3.11599140902838,4.23645586744952,4.7794859235405,4.24372281207321,4.29503034572675,3.87466206977296,3.60004188383779,4.10715919322098,3.90111218308666,3.57094421701031,3.0113422844757,3.90106554777162,2.78485706200356,4.32022120049541,5.18930891779282,3.87692306287952,4.37105850149034,3.67715153577867,3.96345756785698,3.01843568388242,3.60626306687432,3.06144104863714,3.32041446032405,3.96761184707173,2.62837700676578,4.05946707821941,4.66856545010084,4.55540153340856,4.74259654896693,4.30507962425502,4.03705951893753,3.48999720775243,3.85825127487305,3.60356877881051,3.16218720734991,3.55395276491186
"isogroup10387",5.53491653585944,8.29315911176943,7.90185036803691,7.78994250812603,8.26570489881692,7.39722353729878,7.35241077706398,7.67062786117837,7.67475426998934,7.00570202497002,7.04162616696308,7.35006619102535,5.37448176563555,8.42712291180404,7.84028298552094,7.91721493757701,7.71445267802327,8.17830971800895,7.10338173548171,7.44548044751699,7.25145926874854,7.33281889302623,7.14145080033506,7.25749517193446,5.15919207461343,8.32827033544853,7.79915027494794,7.84801180225302,7.74234863600187,8.04774095085306,7.44664062613929,7.57038555662487,7.27092176235613,7.67973332566637,6.99553884774202,7.34845825964292,5.38542819568344,8.84180984837885,7.83718457070855,8.02711048685484,7.55365861980595,8.27201464518859,7.4531244676262,7.42769997079194,7.25129321938339,7.51674224091933,7.00946212287982,7.98038991057469
"isogroup34497",3.67199723780689,3.40018320311636,3.60457559869136,3.44863963280713,4.12776774734146,3.46246376448596,4.10800267729583,3.42929476485975,4.26336243458609,2.65696362934088,3.83550905719514,3.07206483151164,4.03335849290396,3.09879786092027,3.5979679607988,3.71024040766457,3.17562664613213,3.64550403083885,3.7394964601861,3.99924912487777,3.40542234324159,3.83958768775382,3.62009344203101,3.68218298004106,3.55588429135552,3.14626483121988,3.52012459063953,3.78668953385291,3.91933294666003,3.63365965352731,3.77074254624857,3.73041976738375,3.63563427352611,3.44449363059464,3.87419696724224,3.92068444723014,3.40578619222285,3.29460510401192,3.97767630599135,4.45786991119648,3.93121000041123,3.97075921559284,3.92526393067991,3.89008404677677,3.40998197340382,4.433100205256,3.11204557392562,3.61173780819568
"isogroup14591",5.05360959950408,5.31777315948082,5.73871677519396,5.61633239678102,5.95677545404162,5.68048649416742,6.00352901218186,5.90756466455742,6.15162580473898,6.34678245594934,5.76165537493162,5.80597902055552,4.22677960193468,5.01251274524132,6.08144334413736,5.77748809663565,5.7925997309419,5.72410207057708,5.83892163195627,6.29627806389697,5.63107134493736,6.00164843621089,5.94420966668809,5.56944373115248,4.39556238904287,5.40988176093745,5.68026966466373,5.59060222248964,5.48245689308562,5.86663807476664,5.7067312492562,5.85069994585477,5.88644920338905,5.68752091593218,5.88731689541427,5.44500354432205,3.99164872672616,5.7490193588694,5.36693454795248,5.84824919691921,5.62733589457968,5.85071362683948,5.82115373347511,5.77494825048707,5.83126159440767,5.48936041216981,5.76618239798499,5.59888983102429
"isogroup6616",4.88704338804368,5.13182962694781,5.39888325015734,5.01926698167319,5.48518190341466,4.68105451443784,5.53048105702264,5.59224655922298,5.45423059009027,4.90181512398099,5.13316210284951,5.40008768929423,5.03632041953437,5.15520004265344,5.22277726425716,5.14202969401109,5.11088536469242,5.5472593128189,5.39308748589638,5.00239428890764,5.60214986165777,5.41161370784151,5.55371073946419,5.37966303388938,4.55212532711442,4.74645668396851,5.36573628681298,5.72697985190812,5.06717664210083,5.59777229964511,5.44367744868451,5.46593669108808,5.75232343354932,5.70333368984317,5.66019687335153,5.85236976927515,4.99122124991615,5.33839077971467,5.05184759457775,5.59574447269432,5.16929869204015,5.57973285365619,5.73353054883961,5.40564718085255,5.34489282853712,5.73014382125175,5.40573496361008,5.66589164971112
"isogroup1621",7.31697195916081,5.45610008951062,6.33114518390427,6.02470193820703,5.77732697313453,6.02598886877257,6.15297226295583,5.68605415712722,6.9092515065205,6.34626951056096,6.13191119432221,6.21775253360624,7.38261523234997,5.86282168320124,6.14901290650547,6.27375550883808,5.79462020910315,5.98970196573218,5.41228584468716,6.75137996414451,5.77476974126458,6.19848915935172,6.39043878411515,6.21920804403211,7.13804317496902,5.80042528622686,6.06467801260051,6.27155585137057,6.10568929462357,6.0531606154089,5.60638243140332,6.60301537073363,5.56406624067735,6.49870864842142,5.60790922302357,5.72223411212331,7.29751303005538,6.01630095931568,6.09010450210201,6.30751013132369,5.25050370393743,6.48081011350026,5.4358891500539,6.11551312484683,5.83728409276671,5.51430702943332,5.42709762122055,6.34294195990656
"isogroup10838",1.52919215763308,2.0917293389079,2.3908263120763,2.0946298235343,2.83353389641776,2.76627683122195,3.07301124347939,2.84720359192502,3.53043778650824,2.56042877432151,2.87020049657239,2.60724491164418,1.33191958071996,2.28475809371827,1.97055750723409,3.20452621284792,2.61866253085516,2.5118903601025,2.55973296119977,2.90423623744435,2.79587878471994,3.15372330278458,2.55942148886519,3.18964226449014,1.33546745019269,2.6827449314741,2.57531631439145,2.67851397813752,3.49575470459591,2.51658778446678,2.42603812690535,3.21872544726148,1.55017271905991,2.56669679150866,3.15554216640917,2.98079334873017,1.37271775372443,2.31770654664727,2.7266169377098,3.72278353817273,2.15336400152204,2.98962592387011,2.43099578055191,3.75727429969833,2.97084369227896,2.78854956863466,3.22462351512814,3.43712440412432
"isogroup4323",7.0963787581612,8.08120679568443,8.13184258001314,8.03763711964691,8.07906625802991,7.89689222981909,7.99200712900449,7.92729934335964,8.35604961282648,8.13342667873891,7.94806374888763,7.99717211963977,6.812540411814,7.98247984693695,8.1126277182443,8.19884471479529,8.07349936181294,7.87009390663194,7.89221669224247,7.82001012027385,8.00044904414354,7.96289448688362,8.12602562716319,7.92719993702157,6.8478219141445,7.97368160213793,8.0444820909127,8.32765258227829,8.04948212624199,7.99269684786499,8.05842183628367,8.0114002116846,8.10003041974007,8.05641664224307,8.0893459870605,7.95744151692214,6.91941290895326,8.35612880042451,8.10569408128653,8.3477910556073,7.87245842417693,8.14965154928611,7.83584658376268,7.92960462307033,7.97560811785468,7.76528693485202,7.96399997686019,8.45105478687525
"isogroup1878",5.28683667377343,4.88941147343804,5.56437637628742,4.94982784897066,5.21839737294274,4.93466707913304,4.83057017140376,5.15972855462672,5.1627645295158,5.27197244762501,5.00957462587957,5.0973139292638,4.46485206205739,5.00448584268525,5.35886928623949,5.35081674706483,4.93369958184522,5.23525405868838,4.88249926867447,4.70861699749605,4.97829738205193,5.15079190731061,4.99157085673007,5.33540787426451,5.12444374690163,4.78008393379842,5.73208196935136,5.40569995615887,5.10467585642886,5.06478417482281,4.7446409444383,5.32097537923766,4.97967016144234,5.56072558983385,4.92753901213988,4.84061857727736,4.87209139055502,4.87183071002043,5.64248200270081,5.47035434937998,5.02573979868169,5.09251896780936,5.38484734399361,5.2484443609233,5.11988145968283,4.90633145847858,4.97876832991306,5.55170076249938
"isogroup34405",2.60039313405358,2.3009629429752,3.37436869776761,2.93300874962957,3.17067203473343,2.80207811747911,3.34670197577813,3.03985637636587,4.00738318345704,3.54305054750867,2.71980587322939,3.65782550683819,1.98359382031534,3.06649305275887,3.04136954748047,2.63308432827427,2.81059310869038,3.05556334381493,3.14995817952235,3.51769357728954,3.42006538318059,3.0169895513075,3.82650440919541,3.29108314689533,2.2652515151901,2.57809961584468,2.94050600439794,3.51157580018413,2.95859652684814,3.45758181526322,3.81469039064429,3.41305102310016,3.20796572950959,3.91815470380971,4.10728134961575,3.84055590392426,2.55262186833027,2.61015665843664,2.81728502161291,3.15760247706059,2.78784006580463,3.17271697540343,3.51174926538799,3.24798757019279,3.072869512702,3.00755201236659,3.8461712347305,3.1919887921742
"isogroup4947",3.08843789365052,4.73974401823551,4.17807848173148,3.865626527547,4.00247602147635,4.35415237752084,4.35540302554001,4.09323198681155,3.7955559942072,4.0503370407099,4.15214757522981,4.23677015116976,3.34011427716878,4.52688000674409,4.0244548971941,3.60750150410138,4.08616919606629,4.14792377724869,3.9577499284245,3.89888424548634,4.13839869027999,4.19613464379888,3.73526403659634,3.79666639165887,3.3462915847938,4.93397450860468,4.07497746881854,4.07375231960806,3.52964804633854,4.00565122827583,4.03215077541146,3.7375373686284,4.30135953994657,4.13005390139394,3.79082528442418,4.54010639877577,3.41152816345696,4.4514045100335,3.94907185067955,4.1053660886242,4.37545590467658,3.75877955461697,3.63515146273335,3.76257175856969,3.87675704181203,4.04149874365208,3.98444554704232,3.73413667828597
"isogroup31906",0.706016424328092,0.459477804404711,1.20135739977496,2.33867014989153,1.67150818608409,1.72263562638484,2.68459783361195,1.46265373007454,2.82068375638771,2.79577272409227,3.2372749667111,2.40701868423421,0.843972552244084,0.568305520597862,0.913857246662071,1.4423382369341,1.81292376343986,3.29466103044777,1.96032789422804,2.45442297363929,2.03969571414339,3.72699726063228,1.57742715317881,1.3763267448337,0.84725095106663,0.55129695914859,0.543989203439884,1.25698574631456,2.27663102469077,2.95536544191909,2.72312271424076,2.58364461127778,2.63458714946169,2.59770280679702,1.78818800634162,2.65766665902885,0.881563283170536,0.460200433130994,0.622222788820073,2.47109938452676,2.8889705277865,2.39875325140325,1.86433270246802,2.88447229399591,2.60702049169655,1.51460216082298,2.53380311724655,0.874401219828244
"isogroup6722",3.40978945310402,5.49679777329381,4.60636350402012,5.24342148750542,4.47632700523751,5.42772067121592,4.95894101665006,4.8098705170689,3.51665996619593,5.08070819521316,4.49061991415076,4.73269412554499,3.86781599757681,5.27464181656872,5.2772703177437,4.77966833670761,5.00193348599482,4.35475648079207,5.66965867171606,4.64274177904617,4.89758843837487,4.91565080683916,5.2490992773846,5.10344085931612,3.87413611795722,5.21971960396181,5.10193916126619,4.89638079381902,4.58134824060628,4.53408589969111,4.7669264845813,4.98966996820507,5.22363206707952,4.52684844406726,5.26376784196625,4.91361311203571,3.29884413063585,5.33043631351089,5.24347714272538,4.12324376734448,5.39654686226253,4.33328118855047,4.81526307827612,4.04561561216071,5.45078115990134,4.49960045430133,4.91241005586551,4.33852138365307
"isogroup25281",2.18770784568984,2.15999909987842,4.40473478709509,4.54385196746195,4.26654613478248,4.90117104549639,3.45768064046253,3.97535735094636,3.82945831199021,3.16339260782194,3.07165207759923,2.62374820141914,1.79961069901312,1.48465343098942,4.14141280052338,4.3876407089291,4.13351993120736,3.97876583957268,4.41775600492887,2.94588122285351,2.79968762687917,3.24913955686239,2.87534201577072,3.4007909041373,1.80348625729818,1.95934508439732,4.58016627324274,4.66153038400049,4.69049604771714,3.83299616439052,3.92216344671463,3.3951300313525,3.82756233703912,3.95129772752277,2.57414051218978,2.0109713129674,1.8442461985437,2.29741566747998,4.19110145344351,4.08064980352912,3.37155773268679,4.58847812185204,4.41897364416838,4.094636653401,3.09940742335295,3.47265279851898,3.4172316519645,3.81271420491825
"isogroup7864",2.52645322865576,2.01242186221762,4.28311058106121,4.92997762309693,5.40321204790771,4.89713390988977,5.26670695547476,5.2005351140896,5.13479281008645,5.34682441693346,4.89662508736894,5.17984085287911,2.71385986038736,2.12773317748676,3.84863644019727,4.84439482031499,4.6634490751413,5.16519571807549,4.92540666067849,5.25959143745928,5.17167926699278,5.3356015829831,5.46896829891024,5.13354884298466,2.44657374011827,2.10938771336232,4.28656566649958,4.96785987849627,4.82275983316492,4.68666111252287,5.32572307684312,4.97313252734347,4.8391798819791,5.37658223770409,5.12374133169588,5.24506895208346,2.48831443908363,2.01317141792735,4.22102985793183,5.17382882501509,4.90974545108988,5.15534277323768,5.19689050038628,4.9068738251088,4.99877835978224,4.58083118149402,5.5583404911091,5.28336785737775
"isogroup10074",5.04465108003516,4.25521482740447,4.84473305146074,5.00202630625547,4.85106026245636,5.30172268137951,4.96109044044393,4.9732443650806,4.43350280169132,5.11321615304126,5.30344172078656,5.19429579126835,5.14861223777628,3.99955280041648,4.74075355424482,4.77953762849572,4.907139756745,4.74643973158464,5.47550172830145,5.00981808287331,5.38152880623378,4.63334312154195,5.04473983810564,5.13531688610356,5.08807648535156,4.37801767613746,4.66381107971688,4.50852737912273,5.06703337774044,4.69939112703761,5.10027220805467,4.18659482146708,5.25484434593051,4.56470372482554,5.43507590746563,5.11068159034529,5.36158212545881,4.40488087921834,4.59431779871018,4.84232637627522,5.39065805101765,4.2803423797321,5.03889984225566,4.71012375546708,4.9594467440543,4.82814160247598,5.06482728017532,4.44479848950396
"isogroup1606",4.71611073893999,4.90050757261112,5.13822123799232,5.11502222547563,5.21172512224872,4.3605385580239,5.20643175077982,5.21322304397987,5.51521249428584,5.21772163100953,5.16681093190763,4.89914418790285,4.80849653059262,4.95639067991198,4.9723087163864,4.92667449300005,4.73285455852731,4.85899999136734,5.24345806755166,5.05566879069984,5.08918294775252,5.09378339690166,5.28349697666262,4.86043387518032,4.66966955977719,5.02481309492283,4.78725721711722,5.33132775699907,4.45182261396508,5.23213801337564,5.00699462279667,5.29502674141781,5.17720645399303,5.22063933526359,5.09597504841764,4.99703246450256,5.37464456114525,5.08886113349347,5.02895861017148,4.94038308464006,5.02548905501441,4.5459924888011,4.97587823454516,5.12307716330753,5.09421631614799,5.15820975918202,5.03369691845399,5.19519814299671
